feature,score,p_value,feature_type
chr11.65856649.65861399,29.15971724809583,8.300805682252416e-08,ATAC
chr14.55579468.55581641,29.15762445056932,8.30952563834489e-08,ATAC
chr3.49802289.49807993,29.147837122128898,8.35042824599137e-08,ATAC
chr15.90716604.90717954,29.126317993100773,8.441071873321627e-08,ATAC
chr3.51384194.51386015,29.117772767922737,8.477339790417715e-08,ATAC
chr22.37197981.37200216,29.11230883461733,8.500611944961321e-08,ATAC
chr3.42599938.42602244,29.104242639015318,8.535085021136886e-08,ATAC
chr6.26215473.26217720,29.103143044238667,8.53979529576642e-08,ATAC
chr2.108448479.108450117,29.095704752786652,8.571726911544066e-08,ATAC
chr12.56102947.56105518,29.086605483526945,8.610951941733668e-08,ATAC
chr13.77025373.77027732,29.065415995028832,8.702995226593565e-08,ATAC
STS,29.064783962891987,8.705755777571974e-08,RNA
chr1.16612119.16614712,29.054463763131302,8.75095628201815e-08,ATAC
EPHB2,29.03035134911007,8.857484528151541e-08,RNA
chr5.123422438.123424234,29.00645994335264,8.964320447410086e-08,ATAC
AL163541.1,28.998374875693365,9.000766898258083e-08,RNA
chr17.7213702.7218283,28.986375603692814,9.055132499652639e-08,ATAC
chr5.133051051.133053101,28.97882547386786,9.089509041580865e-08,ATAC
AL450992.3,28.9567764386533,9.190652505310939e-08,RNA
chr15.82809054.82811581,28.941565549261725,9.261085874790448e-08,ATAC
chr2.219206043.219207598,28.926326918706145,9.332191107062075e-08,ATAC
chr19.48644383.48647249,28.872211158786456,9.58916021478176e-08,ATAC
FTCDNL1,28.868169676145893,9.60863392529208e-08,RNA
chr12.50763249.50765755,28.855413385629035,9.670360383644664e-08,ATAC
chr17.77372088.77377034,28.84396790704003,9.72608272857601e-08,ATAC
chr9.129173754.129178929,28.823894295855546,9.824590775176624e-08,ATAC
chr20.32580744.32586803,28.765492397135453,1.0116922589460807e-07,ATAC
chr10.101030411.101033292,28.753809269752676,1.0176442794352184e-07,ATAC
chr11.123060283.123064419,28.732737773156558,1.0284682731556371e-07,ATAC
chr19.39832950.39834864,28.73147098667677,1.0291226664127994e-07,ATAC
chr16.89506842.89509310,28.686272303659152,1.05274687102103e-07,ATAC
chr6.27145126.27147776,28.684699583455785,1.0535786229022149e-07,ATAC
HDX,28.619648609082915,1.0885658714331231e-07,RNA
chr2.63840076.63842831,28.61658420155309,1.0902425158580885e-07,ATAC
chr19.50375896.50385640,28.59631740841244,1.1013966535470617e-07,ATAC
chr20.34875531.34877232,28.593947381349825,1.1027084942218622e-07,ATAC
chr15.89333939.89336064,28.53459900026748,1.1360750423768447e-07,ATAC
chr22.38313313.38318732,28.53370866217688,1.1365832461053308e-07,ATAC
chr13.20772996.20774425,28.5027384123059,1.1544038028928078e-07,ATAC
chr12.67268264.67270589,28.48156323499117,1.1667494044978785e-07,ATAC
chr5.471923.476192,28.474209674821854,1.1710676333242694e-07,ATAC
chr17.64262037.64264081,28.47281230943537,1.1718900202747539e-07,ATAC
chr17.63693558.63703086,28.46818169069887,1.174619410173024e-07,ATAC
CTSW,28.432010598001263,1.1961602780409708e-07,RNA
chr2.74420018.74422685,28.420258190799736,1.2032441770165993e-07,ATAC
PRR16,28.3928221465759,1.219945952105697e-07,RNA
chr11.62590758.62592732,28.38050310822182,1.2275207349262093e-07,ATAC
chr2.190533539.190535323,28.3738722501005,1.231617476518763e-07,ATAC
chr17.42608359.42610304,28.293069833408875,1.282656461361757e-07,ATAC
chr17.7477180.7480302,28.24896119505754,1.3114083549988936e-07,ATAC
chr12.120468196.120470471,28.246997876501553,1.3127030667603042e-07,ATAC
chr14.77039643.77041419,28.214645388928897,1.3342237112381018e-07,ATAC
chr1.205630818.205632707,28.21166728320147,1.3362224438459353e-07,ATAC
chr3.127671010.127674701,28.197751748939,1.3456016636178916e-07,ATAC
chr9.133146927.133150099,28.139405264872146,1.3856529078335268e-07,ATAC
AQP9,28.127768626734195,1.393782788697532e-07,RNA
chr12.14365131.14367752,28.109033853862265,1.4069724944659887e-07,ATAC
chr9.132669424.132671430,28.10889259798213,1.407072416358658e-07,ATAC
chr9.2014505.2019644,28.103420810589725,1.4109485499967218e-07,ATAC
chrX.386160.387843,28.069718459343214,1.4350603161488186e-07,ATAC
chr1.226121077.226123553,28.037310857851363,1.4586359047066652e-07,ATAC
chr1.28913792.28915830,28.011539104752202,1.4776614058395357e-07,ATAC
chr12.52035958.52039940,27.973502209233246,1.5061976441545828e-07,ATAC
chr3.197749065.197751799,27.964296024925304,1.5131871261940499e-07,ATAC
chr9.93575236.93578616,27.916144204025837,1.5502789158944245e-07,ATAC
SAMD12,27.894730087572306,1.5670663822935835e-07,RNA
chr4.1855155.1857683,27.88804774643686,1.5723422381273908e-07,ATAC
SESN3,27.883476105662147,1.575961920471644e-07,RNA
chr8.73293028.73296014,27.83302784171858,1.6164652196803314e-07,ATAC
chr17.64504613.64507889,27.818396783362058,1.6284063908263424e-07,ATAC
chr8.144372398.144375248,27.813789089184855,1.6321852796145302e-07,ATAC
chr11.64741658.64747384,27.765670623690266,1.672178493467379e-07,ATAC
chr3.39406150.39407387,27.745973973772468,1.68883166553212e-07,ATAC
chr17.18037501.18040544,27.739996378014116,1.6939184812368663e-07,ATAC
AL353660.1,27.739106485290417,1.69467707687169e-07,RNA
chr17.56832923.56835464,27.73098284565305,1.7016179236371918e-07,ATAC
chr15.85792916.85795503,27.69690828536963,1.7310436091493087e-07,ATAC
chr6.32843291.32846102,27.679802757668043,1.7460074777376314e-07,ATAC
TESK2,27.663128057546665,1.7607194761868886e-07,RNA
chr17.31486674.31492273,27.659962991197137,1.7635260214826364e-07,ATAC
chr9.137451791.137463979,27.630621172727775,1.7897589641218685e-07,ATAC
chr12.132686609.132688261,27.629530620089994,1.790741485289836e-07,ATAC
chr9.114382620.114389246,27.58992125584586,1.8267965713777027e-07,ATAC
chr7.135508919.135510939,27.588883836195713,1.8277506327976263e-07,ATAC
chr16.56423610.56426086,27.576409328766847,1.839262050091584e-07,ATAC
chr11.533918.538818,27.567246273528554,1.8477640272454864e-07,ATAC
chr12.56188170.56190716,27.563211642580875,1.8515200785117133e-07,ATAC
chr11.692704.697632,27.538244991756912,1.8749339712452216e-07,ATAC
chr18.74596811.74598992,27.534268907682698,1.878690118200302e-07,ATAC
chr17.29587952.29594590,27.504284964607614,1.9072599146720858e-07,ATAC
chr2.134119388.134121829,27.39729451230784,2.0128073015023703e-07,ATAC
chr12.3751910.3754159,27.39425620342068,2.0158887881615132e-07,ATAC
GPAT3,27.381088284191133,2.0292986882216623e-07,RNA
chr14.34981035.34983543,27.380782708384235,2.0296109406380184e-07,ATAC
chr10.102449333.102451717,27.325376058768637,2.0870331493842445e-07,ATAC
chr16.4690356.4698916,27.320128721113658,2.092555230586077e-07,ATAC
chr1.109482820.109484801,27.313329583395923,2.099732189832067e-07,ATAC
chr1.211577507.211580171,27.289110830872527,2.1254981874417465e-07,ATAC
SLC25A43,27.283364390435086,2.1316582069268933e-07,RNA
TMX4,27.25165225279629,2.16597658835552e-07,RNA
chr2.74457051.74459410,27.249397005997096,2.1684382085274604e-07,ATAC
chr9.6756756.6759653,27.245372342046505,2.1728381441833233e-07,ATAC
chr9.134065451.134069274,27.214174068300526,2.2072509529281e-07,ATAC
chr2.71067526.71069297,27.19531237807016,2.2283209976525047e-07,ATAC
chr6.30719647.30723056,27.165021791004808,2.262581515819211e-07,ATAC
chr6.2988048.2991150,27.158770705528767,2.2697174598854113e-07,ATAC
chr6.34887317.34890896,27.115542156420165,2.3196875840901146e-07,ATAC
chr11.2927710.2934072,27.099562065646136,2.3384382148485622e-07,ATAC
chr6.53064559.53066461,27.07340122873378,2.3694637966451586e-07,ATAC
chr19.1590659.1593684,27.06731265063911,2.376743677775249e-07,ATAC
chr2.84969255.84972534,27.066765267372336,2.377399262515991e-07,ATAC
chr21.42218422.42220872,27.061527583181494,2.383681471160051e-07,ATAC
chr21.44338056.44340038,27.052717059801793,2.394286661638794e-07,ATAC
chr17.16438226.16440429,27.02854970497427,2.4236206851456367e-07,ATAC
chr10.97686384.97688336,27.007145026711942,2.44990266139451e-07,ATAC
chr2.65055293.65057927,26.993130846233694,2.467264981128447e-07,ATAC
chr10.73873244.73875685,26.98602220328031,2.476119137550521e-07,ATAC
chr8.58552663.58554460,26.979468956160645,2.4843097861310946e-07,ATAC
chr9.74951641.74953571,26.971726920592253,2.4940213218371573e-07,ATAC
PTGS2,26.966685384451022,2.500365864087583e-07,RNA
chr18.48948330.48953463,26.94408995272965,2.5290008834479376e-07,ATAC
chr6.45376955.45378741,26.923722318393892,2.5550947601586873e-07,ATAC
chr17.78777768.78783234,26.900049058224006,2.5857635813988564e-07,ATAC
chr11.65115534.65118504,26.893564728214194,2.594228374002447e-07,ATAC
chr20.461503.463211,26.880171210167617,2.6118007849520583e-07,ATAC
chr8.38230764.38232566,26.867015145921638,2.629178027360182e-07,ATAC
chr19.41305982.41310849,26.863314650854004,2.634086730968391e-07,ATAC
chr20.57617943.57621424,26.843327416705687,2.6607593252470385e-07,ATAC
chr5.179621749.179624983,26.84060928773849,2.6644075085916946e-07,ATAC
chr15.79922711.79924430,26.835832212640927,2.670831318120689e-07,ATAC
TLE1,26.825372740779517,2.6849506991874637e-07,RNA
chr17.16535325.16537306,26.823988033578377,2.6868255442070855e-07,ATAC
chr1.21342975.21346261,26.810370722687107,2.705333089203862e-07,ATAC
chr22.41780063.41783057,26.803889999240834,2.714186074015747e-07,ATAC
chr16.30557053.30559074,26.753050002557792,2.784652997454344e-07,ATAC
chr2.112480563.112483299,26.72181525015205,2.8288542133825517e-07,ATAC
chr6.125956387.125958306,26.71723461436592,2.8353953845371826e-07,ATAC
chr16.4413959.4417418,26.712994599903755,2.841463683482155e-07,ATAC
ZC4H2,26.70448502608414,2.853681950653811e-07,RNA
chr7.5418683.5430147,26.69577472033704,2.866243081107265e-07,ATAC
chr13.52454376.52456236,26.683624882202604,2.883857162162123e-07,ATAC
chr1.15846820.15850345,26.678498694431163,2.8913213610560724e-07,ATAC
TMEM51,26.59994170647079,3.0081649629076683e-07,RNA
chr4.82428665.82431581,26.580258358223848,3.0381770985185185e-07,ATAC
chr1.25819126.25821650,26.579540280012083,3.039277653732391e-07,ATAC
chr19.18006690.18009553,26.569999594584985,3.0539381433120203e-07,ATAC
chr6.38638783.38640922,26.542774752003126,3.0961642805799153e-07,ATAC
chrX.136496422.136498073,26.504862312881894,3.1559456960869343e-07,ATAC
chr19.29842796.29846026,26.502371307335448,3.1599139296402395e-07,ATAC
HERC5,26.50038921236806,3.163075035737207e-07,RNA
chr17.82417871.82419886,26.47855344970722,3.1981103061302303e-07,ATAC
chr5.176446969.176449193,26.4651680338715,3.219779488738741e-07,ATAC
chr1.45582453.45585362,26.45753823920428,3.2321970142847594e-07,ATAC
chr12.116818107.116819967,26.422987552671042,3.289033223299658e-07,ATAC
chr12.120316941.120318195,26.409421683063208,3.3116226730932195e-07,ATAC
AC098829.1,26.409395286183962,3.3116667798740503e-07,RNA
chr12.51024430.51026965,26.403613042032664,3.3213426163454303e-07,ATAC
chr1.167935069.167937807,26.383784625477336,3.3547390395613915e-07,ATAC
chr18.50281004.50282772,26.370063504487717,3.3780463636144987e-07,ATAC
chr19.19062996.19065687,26.36642563631861,3.3842530418776693e-07,ATAC
chr4.2961488.2964551,26.351308127611784,3.410168416536113e-07,ATAC
chr10.68330811.68333215,26.334125037142705,3.439866851228511e-07,ATAC
chr17.28710509.28712931,26.327571570280785,3.451261856376382e-07,ATAC
EEPD1,26.319322153836293,3.465659649296195e-07,RNA
chr17.43359611.43362557,26.303032737740182,3.4942671464768805e-07,ATAC
chr11.17275473.17277653,26.26831617770616,3.5560302856885256e-07,ATAC
chr20.35663520.35665601,26.26435209291406,3.563152050696975e-07,ATAC
chr3.167734106.167736105,26.254618518418805,3.580699951876278e-07,ATAC
chr6.26284198.26286828,26.2481930093447,3.5923315351203583e-07,ATAC
chr11.62726259.62729460,26.22967717521448,3.6260619341462146e-07,ATAC
chr10.71725920.71729712,26.21263262131236,3.657393215227802e-07,ATAC
chr17.81890650.81892576,26.1981142148591,3.6842952881115724e-07,ATAC
chr6.45419442.45424784,26.181741613149043,3.7148716327451086e-07,ATAC
chr14.49999042.50004098,26.18138429082464,3.715541777500942e-07,ATAC
chr12.1592366.1595655,26.13674957374299,3.800214609285998e-07,ATAC
chr17.2336016.2338465,26.13421617511866,3.8050782213366513e-07,ATAC
chr12.31323421.31326816,26.10877712998597,3.854263960199031e-07,ATAC
chr6.137866156.137872459,26.03815963778277,3.9941738430519153e-07,ATAC
chr2.106192633.106194987,26.036260641129292,3.9980058215906655e-07,ATAC
chr3.122415261.122416902,26.013775279341182,4.0436606422863026e-07,ATAC
chr21.37563118.37565035,26.012167614795754,4.046944870894119e-07,ATAC
chr19.49850196.49852396,25.984540338447953,4.10380391178221e-07,ATAC
chr13.44917389.44919023,25.962819323866466,4.149070285759758e-07,ATAC
chr4.185202479.185204669,25.945678699224523,4.185144932088333e-07,ATAC
chr19.15123984.15126263,25.94086517179692,4.195332159332195e-07,ATAC
chr1.244862186.244865370,25.92990859885504,4.218613336408523e-07,ATAC
chr22.49825649.49830315,25.92767766485276,4.2233696350886717e-07,ATAC
chr1.202957528.202959109,25.89202580392061,4.300113526799403e-07,ATAC
chr6.63635133.63637080,25.869608213084316,4.349085144111139e-07,ATAC
chr10.62814731.62819246,25.857280617959443,4.376253309192263e-07,ATAC
chr8.22440098.22444563,25.82357798843289,4.451402100088339e-07,ATAC
chr1.33126777.33128813,25.821484125696703,4.4561134505615165e-07,ATAC
chr19.45404129.45407193,25.812501359832403,4.4763822567840973e-07,ATAC
chr17.4832752.4834650,25.80324389717405,4.4973677896779275e-07,ATAC
chr2.156325145.156336014,25.779090755819137,4.552586424625451e-07,ATAC
chr12.110467852.110469763,25.773238257758862,4.5660685184982765e-07,ATAC
chr10.37975316.37977245,25.765654580366512,4.583598308804753e-07,ATAC
chr13.77325277.77327586,25.755277949887162,4.607693632077918e-07,ATAC
chr13.110913406.110916832,25.743816192910064,4.6344566109227727e-07,ATAC
chr15.69451927.69454065,25.73356910089275,4.658515540019193e-07,ATAC
chr12.103965265.103966605,25.698651892963188,4.7414429548182717e-07,ATAC
chr17.82019848.82024236,25.655638038425998,4.845641025272383e-07,ATAC
chr1.225426467.225429319,25.65315184353296,4.85173349442744e-07,ATAC
chr7.44581321.44583148,25.65205266282606,4.854429510470357e-07,ATAC
NCEH1,25.646842321861815,4.867229663677239e-07,RNA
chr8.38380222.38383849,25.632419622750792,4.902838738104466e-07,ATAC
chr15.40435355.40442703,25.621716956457497,4.929432237411614e-07,ATAC
APP,25.59939020008212,4.985376068027155e-07,RNA
HCAR3,25.59365023446851,4.999861383272919e-07,RNA
chr2.130341520.130343544,25.586508575814392,5.017943032135709e-07,ATAC
chr17.28948813.28953959,25.577832490464314,5.039998019159684e-07,ATAC
chr16.8962070.8964664,25.552482865835646,5.104997321025507e-07,ATAC
chr19.4006869.4008644,25.52975780538503,5.163982426476989e-07,ATAC
DACH1,25.526777598462022,5.171768450849773e-07,RNA
chr11.73375447.73389378,25.523917256698148,5.179252407917392e-07,ATAC
chr1.182838705.182840526,25.507801298183637,5.221622868483975e-07,ATAC
chr1.89523886.89525872,25.498454510669557,5.246355848256057e-07,ATAC
chr7.12210414.12212041,25.48410983662984,5.284543055936017e-07,ATAC
chr19.15835838.15837720,25.478238016585617,5.300254952074438e-07,ATAC
chr20.63953984.63958370,25.47310887495105,5.314017971080445e-07,ATAC
chr17.81976344.81978438,25.469342403226435,5.324147393881363e-07,ATAC
chr17.75895331.75897621,25.468573633407942,5.326217279791434e-07,ATAC
chr16.89114256.89116577,25.465157689597305,5.335424369160364e-07,ATAC
chrX.3814196.3816753,25.46060010723262,5.347733448306831e-07,ATAC
chr20.50152621.50154650,25.432030657229618,5.425546085380398e-07,ATAC
chr19.15377951.15380826,25.4314367751744,5.427175610622568e-07,ATAC
ITGB1,25.410390946819522,5.485240785176734e-07,RNA
chr19.18321860.18324004,25.40409011233798,5.502745787587946e-07,ATAC
chr1.23979659.23981168,25.398831136522762,5.51739925071168e-07,ATAC
chr1.61076539.61078656,25.38257478549519,5.562943807894172e-07,ATAC
chr1.150362917.150366074,25.370769923978404,5.596253379968041e-07,ATAC
chr18.79678624.79682257,25.339883116496438,5.684357123744601e-07,ATAC
chr1.236794721.236796456,25.321924859760774,5.736221720734461e-07,ATAC
chr22.26671068.26674908,25.319784720731562,5.742434195249049e-07,ATAC
chr19.45442465.45445057,25.317483806522564,5.74912091335921e-07,ATAC
chrX.41084023.41086882,25.31538195816911,5.7552359588906e-07,ATAC
chr15.84980142.84982952,25.30428513940741,5.787629133669127e-07,ATAC
chr7.16644513.16647004,25.296971133371084,5.809079821829882e-07,ATAC
chr1.181021815.181023770,25.295236775332725,5.814178090705613e-07,ATAC
chr17.49191530.49194471,25.2939460366405,5.817975225903679e-07,ATAC
chr1.114510051.114512460,25.288075790443475,5.835275949958285e-07,ATAC
chr1.2539318.2549734,25.28208620064443,5.8529816691461e-07,ATAC
chr5.140112971.140115321,25.274109458769463,5.876645394755807e-07,ATAC
chr14.105313390.105316711,25.240328750736772,5.977928920545118e-07,ATAC
chr9.113400706.113401952,25.219345137839344,6.041724409325664e-07,ATAC
chr14.93184166.93185729,25.218219267904523,6.045166605635479e-07,ATAC
SAMSN1,25.198281646846386,6.106450593686278e-07,RNA
chr7.140477102.140480040,25.180476253933186,6.161707943509234e-07,ATAC
chr17.80259444.80266053,25.098155998003357,6.423783191772137e-07,ATAC
RTKN2,25.04392478232264,6.602523893425673e-07,RNA
chr17.39400813.39402916,25.039782014012694,6.61638172399544e-07,ATAC
chr5.134175836.134178167,25.028507748426772,6.654243015894343e-07,ATAC
chr6.118650365.118652301,25.022594043369512,6.674189391603246e-07,ATAC
chr6.89078977.89083625,25.019803626850976,6.683622052368887e-07,ATAC
chr1.248825349.248827170,25.008614554362577,6.721580045466469e-07,ATAC
chr19.19667791.19669903,25.00704781300624,6.726912341216717e-07,ATAC
chr1.174998416.175001102,25.003626171221104,6.738572441068592e-07,ATAC
chr7.92527476.92529243,24.992064480563677,6.778122211394087e-07,ATAC
CMTM4,24.93803127644818,6.966070846777164e-07,RNA
SOX4,24.93662894440256,6.971017791252128e-07,RNA
chr7.4681544.4684691,24.936540681905544,6.971329268968851e-07,ATAC
chrX.40174025.40178179,24.92359219371685,7.017176199694372e-07,ATAC
chr13.48975040.48977337,24.914631346981963,7.049081242270542e-07,ATAC
chr10.89250989.89252412,24.854177048693217,7.268170134893762e-07,ATAC
chr11.34356633.34359734,24.84300529408085,7.309399714791023e-07,ATAC
chr2.47904306.47907864,24.803048005061296,7.458795380111e-07,ATAC
chr1.50967792.50970609,24.7982187831505,7.477057828435967e-07,ATAC
chr17.18224315.18226724,24.796572874722735,7.48329234375155e-07,ATAC
chr2.69642056.69646336,24.785197195734927,7.526525149467201e-07,ATAC
RASGRP3,24.783886681310847,7.531521797282444e-07,RNA
chr10.22320082.22322425,24.77047686774553,7.582841802677289e-07,ATAC
FLT3,24.73914477925752,7.704124815175869e-07,RNA
LARGE1,24.734047993027804,7.724037383141483e-07,RNA
chr5.10249049.10251264,24.72830559727943,7.746534225790185e-07,ATAC
EGLN3,24.71813677246321,7.786533998882235e-07,RNA
chr19.1382982.1384624,24.717609133371827,7.788615157002861e-07,ATAC
chr12.59595491.59597942,24.690563035433055,7.89604447819368e-07,ATAC
chr17.38700639.38707404,24.686767117382438,7.911240837979781e-07,ATAC
chr1.153957441.153959229,24.673693821807067,7.96380292287087e-07,ATAC
chr7.24978875.24982179,24.652533838194117,8.049622622548885e-07,ATAC
chr20.3172266.3174604,24.64875380105342,8.065051052123688e-07,ATAC
chr6.149565181.149567470,24.63082870462382,8.138618760966559e-07,ATAC
chr8.124371238.124373459,24.628170299029208,8.149586578854181e-07,ATAC
chr4.183443724.183445573,24.620291086081302,8.182181253437707e-07,ATAC
chr6.31619531.31622077,24.58839857042765,8.315457452064932e-07,ATAC
chr7.37447190.37449865,24.57513696133902,8.371516628253257e-07,ATAC
chr4.6672955.6675205,24.567734665817405,8.402972396736314e-07,ATAC
chr10.70145109.70147371,24.56286606180566,8.4237260475637e-07,ATAC
chr17.40218284.40220312,24.559758408679247,8.437000119350765e-07,ATAC
NID1,24.54746581783303,8.489713148684518e-07,RNA
chr7.6446912.6449337,24.542709099514607,8.510199563028385e-07,ATAC
chr1.151789903.151791731,24.50846487086664,8.659157111996247e-07,ATAC
chr2.24075761.24077837,24.508200053859902,8.660319176694134e-07,ATAC
chr3.197297230.197299478,24.49118890099718,8.735296407598751e-07,ATAC
chr19.36849012.36851670,24.487192169252445,8.753006540882249e-07,ATAC
chr16.4270990.4274338,24.451847857925667,8.911201112368769e-07,ATAC
chr7.72827729.72830503,24.416993768865996,9.070014483059083e-07,ATAC
chr20.18506852.18508503,24.41453576853023,9.081321166518186e-07,ATAC
chr1.30743355.30752763,24.41187803884904,9.09356252958425e-07,ATAC
chr6.41545361.41549109,24.38915727939115,9.198892144649816e-07,ATAC
chr6.26270843.26274392,24.385549926695724,9.215727615557031e-07,ATAC
chr19.35210445.35212574,24.369160001007725,9.292609891845985e-07,ATAC
chr19.10332528.10334136,24.36117325825311,9.330307494028538e-07,ATAC
chr12.53218869.53224370,24.36112868228935,9.33051832414638e-07,ATAC
chr19.1650512.1653642,24.354553187784,9.361670805884462e-07,ATAC
chr5.134225098.134227443,24.333391725991063,9.462637774666884e-07,ATAC
chr11.96389197.96390724,24.31278235107577,9.562022155198611e-07,ATAC
chr1.182029178.182030489,24.307895573516674,9.585741022226037e-07,ATAC
chr16.1677695.1679075,24.275687004512505,9.743556864282987e-07,ATAC
chr7.99372906.99376756,24.268299969691267,9.780118402052903e-07,ATAC
chr5.39072890.39075347,24.264053600215405,9.801197827044584e-07,ATAC
chr2.201780224.201782178,24.248673486194377,9.87792913872515e-07,ATAC
chr1.205812309.205814087,24.210693689065238,1.0070005659893375e-06,ATAC
P2RY12,24.20455648978752,1.0101393825598432e-06,RNA
chr1.248857514.248859918,24.20021288464749,1.0123668199360155e-06,ATAC
chr12.2794087.2796504,24.199068138102923,1.0129546768518032e-06,ATAC
chr15.42919690.42921898,24.18515562515506,1.020126584296445e-06,ATAC
ZNF331,24.10255281504618,1.063771555313246e-06,RNA
chr3.49006221.49008640,24.097080981735385,1.066728113255681e-06,ATAC
chr11.77065858.77067743,24.059345441101534,1.0873435425454381e-06,ATAC
chr14.91509045.91511312,24.040217097023067,1.097946026440948e-06,ATAC
chr9.114370936.114374610,24.03103640990094,1.1030715400759975e-06,ATAC
chr19.49442402.49444166,24.030581069572154,1.1033263782495195e-06,ATAC
MIR181A1HG,24.029716809620357,1.1038102372444193e-06,RNA
chr17.57084532.57086797,23.975522558790313,1.1345808335979965e-06,ATAC
chr12.52022679.52026313,23.94711082202892,1.1510554320720484e-06,ATAC
chr7.155002125.155004657,23.945800405806388,1.1518210515502846e-06,ATAC
chr22.39143945.39146814,23.943150683567225,1.1533707332899575e-06,ATAC
chr16.1420129.1421627,23.907556388239758,1.1743921815130972e-06,ATAC
chr13.19957158.19961019,23.899179834872747,1.1793949492776062e-06,ATAC
chr11.65545726.65548111,23.89816228886677,1.1800041197612124e-06,ATAC
IRF7,23.886478672685477,1.1870214037151216e-06,RNA
chr15.42272759.42275402,23.88381231309016,1.1886287105791134e-06,ATAC
chr6.149480725.149485827,23.87017699118332,1.1968824620108327e-06,ATAC
LINC02384,23.86275626748998,1.201398558368065e-06,RNA
chr12.2890089.2891604,23.860983859605195,1.2024797392450869e-06,ATAC
chr12.123232403.123234283,23.859681570053116,1.203274767762704e-06,ATAC
chr13.109782717.109788009,23.85036587764577,1.2089772833633687e-06,ATAC
chr6.36984700.36987118,23.850096437031723,1.2091426224069509e-06,ATAC
chr2.44360923.44363053,23.84584595216126,1.2117538904210548e-06,ATAC
chr1.9625934.9631270,23.84343060667017,1.2132402721029556e-06,ATAC
chr17.68289964.68292862,23.823168851985617,1.2257815368955005e-06,ATAC
chr2.42100714.42103264,23.819753040935133,1.227908590311918e-06,ATAC
chr2.131491130.131493708,23.764809643479794,1.2626364172956794e-06,ATAC
chr16.31072473.31075235,23.76221109662694,1.2643030952340543e-06,ATAC
chr9.78029755.78033501,23.76049313279108,1.2654061910737248e-06,ATAC
chr2.203238268.203240161,23.75129347781989,1.2713297190254293e-06,ATAC
chr15.45198028.45201572,23.744557449248607,1.2756846149442639e-06,ATAC
chr11.64776849.64780289,23.73178052208815,1.2839862239029378e-06,ATAC
chr13.50080291.50083233,23.71963010476439,1.291931120332066e-06,ATAC
chr6.135180147.135184285,23.675875590163905,1.3209527199812555e-06,ATAC
chr17.35241562.35245254,23.647802653168487,1.3399170984038558e-06,ATAC
chr11.58577216.58580206,23.636726038377603,1.3474748442702588e-06,ATAC
chr19.38402488.38404008,23.633708709491252,1.34954102808461e-06,ATAC
chr16.14284968.14287265,23.628849279448758,1.3528753265026963e-06,ATAC
chr10.74824049.74827577,23.626590887338985,1.3544277387751247e-06,ATAC
AL078459.1,23.615534260054,1.3620539056961347e-06,RNA
chr5.43037817.43043670,23.612077434093724,1.3644470495958152e-06,ATAC
chr1.37473028.37480608,23.603482261671545,1.370415775671875e-06,ATAC
chr22.17084243.17088408,23.60098504613157,1.3721548250463908e-06,ATAC
chr8.143368043.143371026,23.59913437306984,1.3734450557391924e-06,ATAC
chr10.71745571.71751194,23.58697149581226,1.3819550164064822e-06,ATAC
chr5.43063941.43067794,23.585562161793863,1.38294449971589e-06,ATAC
ABCC3,23.57932004807569,1.3873356094916441e-06,RNA
SPIB,23.57924094166015,1.3873913479099983e-06,RNA
chr1.25614558.25619670,23.564367211651938,1.397911473706793e-06,ATAC
chr8.30092577.30096976,23.561316748755974,1.4000789390662148e-06,ATAC
chr19.18431796.18442504,23.546123293233595,1.410924846454864e-06,ATAC
chr12.28189898.28192102,23.471918828028674,1.4651215075684914e-06,ATAC
chr2.206083650.206086496,23.470758910291682,1.4659850770957357e-06,ATAC
chr10.74150206.74152007,23.43801764769342,1.490573385427927e-06,ATAC
chr6.159788533.159791413,23.4352924953397,1.492638531112412e-06,ATAC
chr22.30968392.30970100,23.409164502286664,1.5125850859136726e-06,ATAC
chr6.32175511.32179132,23.387230301922358,1.529536708279879e-06,ATAC
chr18.47929711.47932258,23.38603458630934,1.530466272902266e-06,ATAC
chr11.65887601.65894473,23.327064880978153,1.5770214810036592e-06,ATAC
chr21.37071990.37074559,23.321213162122632,1.5817181985254482e-06,ATAC
chr20.5119020.5120552,23.302922101626717,1.5964898359515193e-06,ATAC
chr17.68035144.68036573,23.302113682450777,1.5971458949479541e-06,ATAC
chr2.27085423.27087496,23.3015741272861,1.5975839126196102e-06,ATAC
chr8.66774425.66775940,23.29221043557107,1.6052047305719293e-06,ATAC
chr3.48465179.48467584,23.268875563561522,1.624355600416261e-06,ATAC
chr11.57740857.57742474,23.268604442098603,1.6245794532102147e-06,ATAC
chr15.92881277.92885268,23.26712648727123,1.625800279245883e-06,ATAC
chr12.55926400.55933538,23.266907958624085,1.6259808673541505e-06,ATAC
chr9.4678634.4680509,23.241462793149047,1.6471467105011383e-06,ATAC
chr17.76452146.76453879,23.240432050350115,1.6480099159535207e-06,ATAC
TUBB6,23.20709986611352,1.6761706852301505e-06,RNA
chr4.56434749.56437789,23.18920288537881,1.6914900068589532e-06,ATAC
chr20.35952922.35955362,23.186798771386194,1.6935585539284663e-06,ATAC
chr1.94417703.94419178,23.186178926500226,1.694092292775964e-06,ATAC
chr11.67265916.67273980,23.16602144695846,1.7115420316373111e-06,ATAC
chr10.25015741.25017507,23.103766302827736,1.766583210786379e-06,ATAC
