feature,score,p_value,feature_type
chr2.73232550.73235716,38.256496192308234,8.980051074687489e-10,ATAC
chr4.54063126.54065191,38.25446081336759,8.989081700102919e-10,ATAC
chr9.131272984.131280586,38.23680835089207,9.067785750276732e-10,ATAC
chr3.196567942.196569588,38.200621601994854,9.231293209613744e-10,ATAC
chr3.52052570.52058663,38.14458336868971,9.490354376975703e-10,ATAC
chr1.234599339.234602091,38.08929216536922,9.753109717620585e-10,ATAC
chr5.65924611.65928032,38.0502195556959,9.943180170026412e-10,ATAC
chr12.53046261.53049101,38.04478985282562,9.969885643104314e-10,ATAC
chrX.16869299.16871552,38.008582210344564,1.0149818609480023e-09,ATAC
chr12.113184441.113186823,37.96030070191198,1.0394831061211166e-09,ATAC
chr15.68816888.68822470,37.923989333608354,1.0583000677064679e-09,ATAC
chr20.461503.463211,37.92054533131175,1.0601024348660272e-09,ATAC
chr1.84689683.84691224,37.85766292422484,1.0935577742039191e-09,ATAC
chr14.102085578.102089058,37.846219538261224,1.099758950617858e-09,ATAC
chr6.38638783.38640922,37.839518652431394,1.10340652762745e-09,ATAC
chr1.9651252.9655773,37.837411701569714,1.1045559366074288e-09,ATAC
chr1.167935069.167937807,37.80286990816723,1.123571773481571e-09,ATAC
chr14.90382036.90385158,37.774897759613815,1.1392113209296926e-09,ATAC
chr22.24153146.24158423,37.75897694226125,1.1482101631953923e-09,ATAC
chr17.58082670.58085105,37.71965586534989,1.1707421631459126e-09,ATAC
chr11.66677204.66678978,37.716001744180865,1.1728584634572076e-09,ATAC
chr6.42745156.42748050,37.688156959544614,1.1891114433071755e-09,ATAC
chr19.4909206.4912484,37.684896002411186,1.1910295817372856e-09,ATAC
chr1.20785866.20788251,37.680975331182886,1.1933398826894773e-09,ATAC
chr3.39383059.39384803,37.67898510182413,1.194514368151508e-09,ATAC
chr19.49442402.49444166,37.659226393424376,1.2062375786828221e-09,ATAC
chr3.136861233.136863219,37.555533661035994,1.2696794162122025e-09,ATAC
chr9.128688148.128690864,37.543038323911816,1.2775469818855913e-09,ATAC
chr13.28136909.28140277,37.51940917411678,1.2925587819994327e-09,ATAC
chr7.39948523.39952781,37.51874374717891,1.2929840856112357e-09,ATAC
chr21.42008944.42011550,37.48771197395307,1.3129745750119183e-09,ATAC
chr19.17946234.17953383,37.48491281567761,1.3147929513432887e-09,ATAC
chr1.33126777.33128813,37.48336058945171,1.315802390106613e-09,ATAC
chr9.4678634.4680509,37.474507433149384,1.321574627233977e-09,ATAC
chr20.33992388.33994918,37.45369629560753,1.3352436837308516e-09,ATAC
chr1.114510051.114512460,37.446853775808556,1.3397688617166034e-09,ATAC
chr8.11801912.11803592,37.35993191714014,1.398610144836405e-09,ATAC
chr6.158868965.158870707,37.34519027109177,1.408843500118258e-09,ATAC
chr20.32580744.32586803,37.33427330029824,1.4164702237420327e-09,ATAC
chr10.92847508.92849462,37.3185697475347,1.427513610007638e-09,ATAC
chr1.167713179.167716928,37.29987915132553,1.440770249463508e-09,ATAC
chr3.184360902.184364114,37.290656854698035,1.4473567615668603e-09,ATAC
PTGDR,37.278247595069075,1.4562670792822938e-09,RNA
chr10.69317267.69320275,37.27703029516334,1.457144105113351e-09,ATAC
chr11.776482.779004,37.27186086243782,1.4608744237079378e-09,ATAC
chr16.30377171.30379757,37.18827052862986,1.52254157184067e-09,ATAC
chr16.87382511.87384922,37.18424780793135,1.5255742568447943e-09,ATAC
C12orf75,37.183131742919805,1.5264167193932407e-09,RNA
chr20.35663520.35665601,37.183122232391625,1.526423900428023e-09,ATAC
chr2.47904306.47907864,37.0963973821414,1.5933362698559293e-09,ATAC
chr12.69738247.69740168,37.04578789767199,1.6337355497028714e-09,ATAC
chr9.6006758.6009061,37.03564853474599,1.6419520911515877e-09,ATAC
chr9.3524327.3528987,37.028453861401296,1.6478075050923968e-09,ATAC
chr1.91021042.91022824,36.97853459566842,1.6890155400661085e-09,ATAC
chr12.56188170.56190716,36.96970088071151,1.6964146512413245e-09,ATAC
chr7.129611027.129613137,36.9382112896616,1.7230558702846008e-09,ATAC
chr8.95268243.95270415,36.86726786237121,1.784624595493945e-09,ATAC
chr9.127979240.127982131,36.85790199210338,1.7929160827721593e-09,ATAC
chr2.135875480.135877040,36.835999090085465,1.8124576356650837e-09,ATAC
chrX.3711154.3714350,36.75697872685451,1.8847519678180117e-09,ATAC
chr1.150148878.150152299,36.74277013658697,1.8980547461465766e-09,ATAC
chr17.36534055.36535986,36.73256327454278,1.907669011384853e-09,ATAC
chr1.203323670.203328438,36.68617253638876,1.9519857632094146e-09,ATAC
chr14.75002159.75003656,36.673163538007664,1.964597582239003e-09,ATAC
DIAPH2.AS1,36.61871949616654,2.0182725479653866e-09,RNA
chr6.30613545.30618509,36.61357974642719,2.02341507845669e-09,ATAC
chr6.41786158.41788250,36.575126901180944,2.0623081231562884e-09,ATAC
chr10.62814731.62819246,36.54963752174486,2.0885017937181982e-09,ATAC
chr7.73737551.73739732,36.537698665715475,2.100885055082785e-09,ATAC
chr18.21703242.21705335,36.53606794661688,2.1025821833921256e-09,ATAC
chr10.101828898.101831757,36.52460216931996,2.114553789098791e-09,ATAC
CALCRL,36.471284444730685,2.1711283915407846e-09,RNA
MYO1D,36.44019114760491,2.204819485550761e-09,RNA
chr1.77978017.77980365,36.437225459668646,2.208060225575282e-09,ATAC
chr19.50356968.50359630,36.41710739488756,2.230170663115297e-09,ATAC
chr5.177005644.177007405,36.374461413425884,2.277777326903582e-09,ATAC
chr1.8816643.8818577,36.36534121030366,2.2880900210753503e-09,ATAC
chr18.50281004.50282772,36.361963344025256,2.2919214289383075e-09,ATAC
chr17.29587952.29594590,36.33757882292471,2.3197716458107767e-09,ATAC
chr16.89917616.89925052,36.33339541275809,2.324583639082129e-09,ATAC
chr12.59595491.59597942,36.28626408898214,2.379493672517611e-09,ATAC
chr4.109559468.109561620,36.2824358861468,2.3840104286515363e-09,ATAC
chr1.37473028.37480608,36.279626777788934,2.3873302634805624e-09,ATAC
chr9.127450253.127452734,36.276990537576694,2.390450019546948e-09,ATAC
chr11.95788832.95791436,36.24159497929072,2.4327358225818065e-09,ATAC
AC092546.1,36.220982074797384,2.4577062645601037e-09,RNA
chr17.42286373.42290230,36.186911790168026,2.499544010521817e-09,ATAC
YES1,36.18376897055056,2.503439154589843e-09,RNA
chr6.151389276.151392408,36.18193238162317,2.505718202634226e-09,ATAC
chr4.102343900.102346276,36.17192201388122,2.5181768460789103e-09,ATAC
chr20.57617943.57621424,36.15365701248926,2.5410693661134175e-09,ATAC
chr16.89719107.89724631,36.07033623848031,2.6481776097750376e-09,ATAC
chr16.1677695.1679075,36.04213590293689,2.6854455971123418e-09,ATAC
AC002460.2,36.03625008392028,2.693290097142846e-09,RNA
chr8.143595755.143599496,35.95874918121805,2.798751912398086e-09,ATAC
chr7.7639503.7641639,35.95715804243029,2.8009599668985718e-09,ATAC
chr14.89415664.89419391,35.9007557641261,2.8803699353555382e-09,ATAC
chr4.26860040.26862305,35.75386212917761,3.097950048846944e-09,ATAC
chr12.7932877.7936756,35.738445701302545,3.1217204079047203e-09,ATAC
chr11.72222604.72226142,35.7298643295998,3.1350310880619516e-09,ATAC
chr6.26122517.26126468,35.695550915021215,3.1888266111404716e-09,ATAC
chr7.100603128.100606110,35.69293561934173,3.1929645787612704e-09,ATAC
HERC5,35.66714056181262,3.2340677156418273e-09,RNA
chr11.67239282.67241636,35.64858414652448,3.2639643717417936e-09,ATAC
chr14.65100949.65103580,35.576979742319644,3.3819504727634393e-09,ATAC
chr6.111871064.111874475,35.51962070403344,3.479543635517235e-09,ATAC
AFF3,35.480487128634614,3.5477439411053947e-09,RNA
FLT3,35.47238615355366,3.562028671999925e-09,RNA
chr22.49825649.49830315,35.46295374752658,3.578733892718734e-09,ATAC
chr19.43462742.43464661,35.444766180737965,3.6111671382826e-09,ATAC
chr6.44253357.44258756,35.436447281273665,3.626100075007504e-09,ATAC
chr19.916858.922155,35.40234439984356,3.6879672468222587e-09,ATAC
chr9.35603419.35606392,35.39834007867321,3.695300753242071e-09,ATAC
chr4.77072329.77077013,35.38087747207363,3.727453154656682e-09,ATAC
chr9.136806828.136808923,35.36989117553171,3.7478249743944326e-09,ATAC
chr8.30155218.30158008,35.346584415419464,3.791413189985105e-09,ATAC
chr12.122894369.122896714,35.343737353717145,3.796772498102496e-09,ATAC
chr19.46600126.46603499,35.3245201164948,3.8331463664614135e-09,ATAC
GZMB,35.296604851631336,3.886607373491375e-09,RNA
chr17.39753353.39756736,35.26651002772737,3.945080848264464e-09,ATAC
chr21.39347801.39350265,35.261133384879095,3.955620083898227e-09,ATAC
chr2.98730071.98732197,35.243529735002646,3.990324628204169e-09,ATAC
BANK1,35.23974729435304,3.9978212662421584e-09,RNA
chr1.248857514.248859918,35.21793976131139,4.041319308929166e-09,ATAC
chr13.19957158.19961019,35.18866771417748,4.1004537750012455e-09,ATAC
ALOX5AP,35.177740539306,4.122750375053169e-09,RNA
chr1.61076539.61078656,35.145864074888785,4.1884909027080844e-09,ATAC
HDX,35.1112688451378,4.2610292798454295e-09,RNA
chr19.15377951.15380826,35.10746248124945,4.269086945675401e-09,ATAC
chr20.63953984.63958370,35.05535109509115,4.380951062426215e-09,ATAC
chr1.226938953.226941220,35.04741804762294,4.3982364822837865e-09,ATAC
chr19.1061906.1070065,35.041646726379994,4.410854674412463e-09,ATAC
chr11.10807467.10809830,34.936391248444345,4.647460081764603e-09,ATAC
chr18.3593330.3597095,34.93111143908697,4.6596585335924875e-09,ATAC
ADGRG1,34.92472947247354,4.674446298922259e-09,RNA
chr22.26671068.26674908,34.91194928304422,4.704201214531308e-09,ATAC
chr14.77026573.77029656,34.8759854630635,4.788956220103247e-09,ATAC
chr1.47436363.47439689,34.8728567620049,4.796401601136296e-09,ATAC
chr13.31160734.31163127,34.86642191461297,4.811751159286532e-09,ATAC
chr1.160261409.160263476,34.860389056079214,4.826186584048027e-09,ATAC
chrX.386160.387843,34.85313128397158,4.843610577248379e-09,ATAC
chr8.17922179.17924564,34.83385336070505,4.890198881568467e-09,ATAC
chr13.44917389.44919023,34.812495909620935,4.9423379012187545e-09,ATAC
chr12.57212875.57218522,34.7756275177961,5.033659082975799e-09,ATAC
chr7.151875052.151878268,34.77055122042402,5.046364731217831e-09,ATAC
chr1.173867096.173869402,34.76715141614961,5.0548922123369745e-09,ATAC
chr11.62854902.62856894,34.747269492106675,5.105050902612528e-09,ATAC
chr7.128738618.128740169,34.70603839554597,5.210667341003815e-09,ATAC
chr2.101251795.101254147,34.68533083102188,5.264535557759521e-09,ATAC
chr7.2402904.2407406,34.6765079998705,5.287656509803798e-09,ATAC
chr5.96934263.96937320,34.63567079292046,5.3960081021415095e-09,ATAC
chr6.81751428.81754508,34.614061979002926,5.454240302463358e-09,ATAC
chr2.219228406.219230615,34.604509067291986,5.480184429130332e-09,ATAC
chr6.157822429.157824578,34.58751847363609,5.526634425378352e-09,ATAC
VNN1,34.58288867698606,5.5393600169851255e-09,RNA
chr9.88387324.88389457,34.55851481932433,5.606841136461237e-09,ATAC
chr19.1264454.1272475,34.55507569132809,5.616428832931756e-09,ATAC
chr2.226790939.226792373,34.54782976644209,5.636683100748254e-09,ATAC
chr19.41261805.41265888,34.52760120185512,5.693616014858628e-09,ATAC
chr4.75513775.75515610,34.522264139180756,5.708733041773241e-09,ATAC
TAFA2,34.5007400297284,5.770109101051739e-09,RNA
chr5.179621749.179624983,34.49393371560982,5.789654781844287e-09,ATAC
chr17.81551281.81554223,34.48790016600845,5.8070368580728415e-09,ATAC
chr6.27871644.27874097,34.46354677603405,5.877730496520654e-09,ATAC
chr22.44701402.44703217,34.435168721144834,5.961197210402622e-09,ATAC
chr5.80654091.80655569,34.3643350728269,6.174762622710191e-09,ATAC
chr17.39925883.39928447,34.264502465838476,6.488861391573053e-09,ATAC
chr4.1008591.1013753,34.25681857847845,6.513691216152416e-09,ATAC
chr9.132669424.132671430,34.234046468467895,6.587838708792389e-09,ATAC
chr2.131491130.131493708,34.208093318140605,6.6733771299412174e-09,ATAC
chr10.86966101.86972340,34.18554773058132,6.7485887430579076e-09,ATAC
SAMD12,34.179134655498515,6.770137598497289e-09,RNA
chr13.48037239.48039008,34.13039930862023,6.93616741966355e-09,ATAC
chr1.93845741.93848359,34.113113863923225,6.9960313034111955e-09,ATAC
chr8.144412475.144415897,34.11286896195391,6.996883175321502e-09,ATAC
chr19.5621617.5625122,34.10220939607762,7.0340626571618675e-09,ATAC
chr6.45376955.45378741,34.06356040635407,7.170536663202237e-09,ATAC
chr16.3610573.3612389,34.04723016652116,7.228996170318442e-09,ATAC
chr14.50829680.50831984,34.033817423715746,7.277369079611347e-09,ATAC
chr6.118650365.118652301,34.02017455535806,7.326905162774917e-09,ATAC
AL050309.1,33.983694170581224,7.461030660048463e-09,RNA
chr16.4690356.4698916,33.94647037884802,7.60042944215731e-09,ATAC
chr6.13573804.13575615,33.91244250064434,7.73014532576996e-09,ATAC
chr16.50152130.50156057,33.90325762206907,7.765537700092179e-09,ATAC
chr19.10565044.10569812,33.894975471102285,7.797590963710412e-09,ATAC
chr1.230066468.230069056,33.84985857692907,7.97454654027516e-09,ATAC
chr1.224182076.224184277,33.80186853285964,8.167196276597918e-09,ATAC
chr7.100434788.100437252,33.797340194269786,8.18561409514948e-09,ATAC
STON2,33.77537972951948,8.275525354587387e-09,RNA
DLG2,33.77465075524499,8.2785268796806e-09,RNA
JAKMIP2,33.73926270207705,8.425557262965026e-09,RNA
chr5.123422438.123424234,33.73216676252387,8.455353415316796e-09,ATAC
chr5.91379725.91385304,33.720929867316244,8.50275406589164e-09,ATAC
SLC44A1,33.697222021736216,8.603637595445402e-09,RNA
chr1.222617207.222619237,33.69472430259225,8.614335782691351e-09,ATAC
chr1.45490187.45491876,33.66682260378581,8.734755166866083e-09,ATAC
chr19.1235830.1242546,33.655093078080725,8.785880947139935e-09,ATAC
chr2.108448479.108450117,33.636973245406935,8.865451208147387e-09,ATAC
chr12.12722350.12726911,33.629014682097434,8.900628106282996e-09,ATAC
chr1.156740461.156741835,33.608743542622264,8.990860689532434e-09,ATAC
chr3.14177615.14179274,33.56817113925555,9.174226663661239e-09,ATAC
chr16.28923764.28926161,33.558768385797016,9.217255047003208e-09,ATAC
MERTK,33.55390468485181,9.239591467031642e-09,RNA
chr8.90644764.90646937,33.51242161936114,9.432322254128196e-09,ATAC
chr12.120468196.120470471,33.48810450978704,9.5471700986946e-09,ATAC
chr19.16583790.16589174,33.465457816827644,9.655390372221518e-09,ATAC
RAB30,33.4654375016957,9.655488001371169e-09,RNA
USP6NL,33.365756972257394,1.0146654647034407e-08,RNA
chr3.183634873.183637310,33.35837893243671,1.0183990623563026e-08,ATAC
chr19.19667791.19669903,33.35443424082133,1.020400894491993e-08,ATAC
chr17.81865238.81872632,33.33631573795474,1.0296464223602145e-08,ATAC
chr18.63317816.63321283,33.33612225571164,1.029745604968425e-08,ATAC
chr19.43753663.43756036,33.333779419584104,1.0309473476682138e-08,ATAC
chr14.24310204.24312360,33.32451174073082,1.0357149547597984e-08,ATAC
chr2.74420018.74422685,33.2493915481183,1.0751848857237446e-08,ATAC
chr12.69238823.69240979,33.23001703222704,1.0856073148951784e-08,ATAC
chrX.53080915.53083375,33.151346768179316,1.1289797167058355e-08,ATAC
chr12.2890089.2891604,33.15048439520416,1.1294646705157282e-08,ATAC
chr4.56906723.56909768,33.10137790894413,1.1574272799375078e-08,ATAC
chr10.124418042.124419656,33.08327035205997,1.167912649976318e-08,ATAC
chr7.37447190.37449865,33.08087335455212,1.1693077823159569e-08,ATAC
chr19.38647023.38648781,33.070544364521545,1.175338754506543e-08,ATAC
chr14.105313390.105316711,33.05443371037149,1.1848079472054327e-08,ATAC
chr8.140596493.140599312,33.039888435542444,1.1934228188850723e-08,ATAC
chr19.4006869.4008644,33.03650504429533,1.1954357280239116e-08,ATAC
chr6.27145126.27147776,33.01358193927975,1.2091635959201856e-08,ATAC
NCEH1,32.98539065754645,1.2262635111027747e-08,RNA
chr20.43456870.43459078,32.96756944539353,1.2371982623417011e-08,ATAC
chr16.22373132.22375574,32.956461334214914,1.2440634342468152e-08,ATAC
SNCA,32.898099195457526,1.2807662143992477e-08,RNA
chr2.28750392.28753964,32.87089950496686,1.2982408788264512e-08,ATAC
chr9.37903299.37905064,32.855322939117166,1.3083557119388848e-08,ATAC
chr11.67265916.67273980,32.82238980647448,1.330002376063665e-08,ATAC
chr16.48608363.48610712,32.822223200531774,1.330112793472339e-08,ATAC
chr14.49767159.49769362,32.81628756443758,1.334052619982291e-08,ATAC
chr14.103384470.103386914,32.81550349800105,1.3345739253502054e-08,ATAC
chr1.28736241.28738083,32.792047664676694,1.350263993380125e-08,ATAC
chr14.100544659.100550146,32.75999312204942,1.3720056995844064e-08,ATAC
chr7.98250660.98252926,32.74729501606261,1.3807153153980718e-08,ATAC
LINC00607,32.74505517875302,1.3822573639849332e-08,RNA
chr1.205812309.205814087,32.728954674542756,1.3933929732539499e-08,ATAC
chr1.42334189.42336083,32.722905553331515,1.3975999613839877e-08,ATAC
chr1.2525671.2531623,32.71811479685398,1.4009408368623106e-08,ATAC
ABCA1,32.70662076805083,1.4089890151368793e-08,RNA
PALM2.AKAP2,32.68607910499595,1.4234881321824029e-08,RNA
chr17.30823916.30826363,32.68022455887599,1.4276478545036954e-08,ATAC
chr5.43312609.43314362,32.67957257324863,1.428111852033504e-08,ATAC
chr17.7434695.7438734,32.66830069224153,1.436157660874735e-08,ATAC
APP,32.664557797719766,1.4388393672043521e-08,RNA
chr10.100996274.101000931,32.657242325911376,1.4440952692974044e-08,ATAC
CCL3,32.655993944174384,1.444994109062282e-08,RNA
chr14.20460353.20462381,32.65473250703501,1.4459029190586215e-08,ATAC
chr6.157019232.157022516,32.650072078082815,1.4492655305064642e-08,ATAC
chr16.30429061.30430823,32.568910506919146,1.5091002567348918e-08,ATAC
chr17.67824647.67826762,32.54792173482628,1.524973248305355e-08,ATAC
chr15.42272759.42275402,32.51889945894643,1.5471980681306542e-08,ATAC
chr16.29814648.29817563,32.51440288558173,1.5506704410450497e-08,ATAC
chr5.62305364.62307651,32.467425293679185,1.5874188013989107e-08,ATAC
CDKN1C,32.45771701983587,1.595121426815305e-08,RNA
chr9.113400706.113401952,32.45364332242144,1.5983646937285955e-08,ATAC
chr22.26483077.26484710,32.43926553878452,1.6098645300271456e-08,ATAC
chr17.42608359.42610304,32.42217613072076,1.6236412682474506e-08,ATAC
chr19.48442684.48446604,32.42029642430961,1.6251638105383848e-08,ATAC
chr1.17437288.17440276,32.374291654462525,1.6628771784972365e-08,ATAC
chr6.16758546.16763561,32.37162520298721,1.6650897931379404e-08,ATAC
chr8.42151884.42155406,32.33720776136261,1.6939159144561387e-08,ATAC
chr12.7017755.7019246,32.335685414526644,1.6952024501007643e-08,ATAC
chr11.85663359.85665619,32.28415432964771,1.739334663287618e-08,ATAC
chr13.97975461.97977431,32.24130631309086,1.7769073076041283e-08,ATAC
chr17.8158343.8165530,32.224293764375076,1.792050250208823e-08,ATAC
chr2.74457051.74459410,32.20921951611987,1.8055760915364385e-08,ATAC
chr19.45442465.45445057,32.20897180067529,1.805799215541056e-08,ATAC
chr2.112480563.112483299,32.19571279587331,1.8177824276767962e-08,ATAC
chr3.47162905.47165436,32.186722156469344,1.825953353254913e-08,ATAC
chr19.38617257.38619745,32.17950318163379,1.8325408175348176e-08,ATAC
chr19.49663647.49666562,32.165873845778094,1.8450429638049148e-08,ATAC
chr1.29180872.29182789,32.135689055612715,1.8730369505718068e-08,ATAC
COBLL1,32.13082054308841,1.8775918619121156e-08,RNA
chr3.47475121.47476531,32.11764403502182,1.8899754529652668e-08,ATAC
chr19.16626981.16629608,32.1002367362293,1.9064610072217735e-08,ATAC
chr11.449709.451882,32.08530064854886,1.920721199776878e-08,ATAC
PRKAR2B,32.084511908318916,1.9214772163757674e-08,RNA
AL158801.2,32.055469473345646,1.949523667896617e-08,RNA
chr6.17705472.17707443,32.03921852233143,1.9653962005574446e-08,ATAC
chr5.176533058.176538549,32.03289102390432,1.9716113807915105e-08,ATAC
chr12.47816822.47821002,32.00308890205635,2.0011507823573813e-08,ATAC
chr19.15835838.15837720,32.00274431964244,2.0014949119456922e-08,ATAC
chr2.196168170.196172469,31.9938155822445,2.0104326538303305e-08,ATAC
chr14.93184166.93185729,31.989057831744933,2.015211550136147e-08,ATAC
CLEC10A,31.981829609595067,2.022493724869987e-08,RNA
MGST1,31.959936567515626,2.044711715771938e-08,RNA
chr19.49850196.49852396,31.95563343312142,2.0491074412216335e-08,ATAC
chr1.100037125.100039414,31.951807720700256,2.0530234355491778e-08,ATAC
chr6.27836619.27839939,31.938638045444993,2.066561419044374e-08,ATAC
DACH1,31.93364107308654,2.0717215540499008e-08,RNA
chr9.131393030.131395983,31.927485943482104,2.0780954408133278e-08,ATAC
chr19.18303196.18309088,31.91630229098186,2.089726977438132e-08,ATAC
chr3.126981819.126985253,31.89652053183193,2.1104611948352426e-08,ATAC
TNFAIP6,31.833453352417234,2.177953526164796e-08,RNA
chr2.84924035.84927422,31.807267601444575,2.206609183923016e-08,ATAC
KANK1,31.806166898648343,2.207821960510836e-08,RNA
chr12.92140762.92146907,31.766905780802528,2.2515209650063728e-08,ATAC
chr11.18011956.18014139,31.760922003534716,2.2582569329662916e-08,ATAC
chr5.134225098.134227443,31.744159728796873,2.2772341918520235e-08,ATAC
chr18.46173097.46175158,31.74261448916014,2.278991658251023e-08,ATAC
chr19.50328064.50334468,31.742369742881003,2.279270143398603e-08,ATAC
OPHN1,31.721184998738124,2.3035051351291282e-08,RNA
chr7.66994522.66997283,31.70033708663686,2.3276072813723306e-08,ATAC
chrX.48936664.48940345,31.698229988829553,2.3300573242731817e-08,ATAC
chr19.39832950.39834864,31.66313166607492,2.3712509018250186e-08,ATAC
chr19.14071836.14075548,31.635115492818816,2.4046564141834913e-08,ATAC
chr6.125956387.125958306,31.631707265296868,2.4087523597771725e-08,ATAC
chr5.133051051.133053101,31.630694188895298,2.4099712059945622e-08,ATAC
chr17.2592860.2595148,31.62600443168833,2.415621587903983e-08,ATAC
chr1.156052782.156056073,31.619058489340645,2.4240147391172806e-08,ATAC
chr17.76491356.76494438,31.595409134372193,2.4528116068162515e-08,ATAC
chr2.218216489.218219292,31.588704793291413,2.4610375035633525e-08,ATAC
FTCDNL1,31.58217453917278,2.469076422395544e-08,RNA
chr1.12177222.12181439,31.5765198430727,2.476058794310203e-08,ATAC
chr14.95156429.95158804,31.56468062213022,2.490742016498799e-08,ATAC
chr21.39312088.39314888,31.54916086865415,2.5101223544950405e-08,ATAC
chr2.100561990.100564088,31.519825073060865,2.5471699132516612e-08,ATAC
chr2.201780224.201782178,31.516673367910116,2.5511826410860903e-08,ATAC
chr11.1308621.1311621,31.514272189694985,2.5542440612877686e-08,ATAC
chr6.106509366.106514593,31.498586002615788,2.5743343377846278e-08,ATAC
chr12.109713244.109715698,31.494060968310468,2.580159251248482e-08,ATAC
chr22.46148879.46152033,31.47025363076184,2.6110241701029035e-08,ATAC
chr2.62195087.62198586,31.458926889615597,2.625838500877528e-08,ATAC
chr8.60651511.60654272,31.403013966348922,2.7002128422449967e-08,ATAC
chr17.49191530.49194471,31.39286828548816,2.7139333566472983e-08,ATAC
chr1.202957528.202959109,31.374673997331467,2.7387139063242537e-08,ATAC
chr2.25672575.25674369,31.37412268039047,2.7394683324926368e-08,ATAC
P2RX5,31.373668593747805,2.7400898646500636e-08,RNA
chr19.48644383.48647249,31.368529897513277,2.7471333384043278e-08,ATAC
chr8.124371238.124373459,31.34521637542409,2.7793175012840698e-08,ATAC
DGKH,31.340974602137816,2.78521380453913e-08,RNA
chr8.144372398.144375248,31.317763172998667,2.8177020317406232e-08,ATAC
chr3.133572184.133575046,31.284135157936717,2.865445900023883e-08,ATAC
chr12.2812241.2813975,31.245833624676678,2.9208149823626072e-08,ATAC
chr1.2255064.2257037,31.229607705466247,2.9445939764967255e-08,ATAC
chr22.20130252.20132867,31.225371860749988,2.9508335028295076e-08,ATAC
chr13.77325277.77327586,31.16248726517903,3.0450407735650476e-08,ATAC
chr3.179146923.179149882,31.142307469350733,3.0759073529568993e-08,ATAC
chr15.74842380.74846038,31.13266084066966,3.090773378946267e-08,ATAC
chr2.27085423.27087496,31.11815625931278,3.1132616438368245e-08,ATAC
chr4.1166749.1173326,31.110796449429014,3.124735210955074e-08,ATAC
chr2.65055293.65057927,31.10130164265378,3.1395998468864465e-08,ATAC
chr5.140112971.140115321,31.060904188434183,3.203641798604636e-08,ATAC
chr13.113207884.113210532,31.05301643067908,3.216298411309503e-08,ATAC
chr2.219206043.219207598,31.041317761634005,3.235162450143779e-08,ATAC
chr19.18289096.18295330,30.993195855565332,3.313933888036766e-08,ATAC
chr7.155002125.155004657,30.991679622475356,3.316446873418273e-08,ATAC
chr16.672132.681487,30.98789088063837,3.322734650141709e-08,ATAC
chr1.234477877.234479566,30.970613920861155,3.3515594400958044e-08,ATAC
chr17.28743020.28750565,30.95974469911651,3.3698220770334404e-08,ATAC
chr2.201257192.201259063,30.95867540073817,3.371624116720446e-08,ATAC
chr1.203625511.203630306,30.876988326775997,3.5121860432825243e-08,ATAC
chr20.63977273.63981714,30.840926974215,3.5760954396355506e-08,ATAC
TESK2,30.816050531037728,3.620861597031383e-08,RNA
chr16.67028355.67030373,30.814629332566998,3.62343601992629e-08,ATAC
STS,30.79669652231161,3.656078610103739e-08,RNA
chr17.76514887.76516276,30.791156052216405,3.666223334367858e-08,ATAC
chr20.58649381.58653259,30.78042415356815,3.685954120339562e-08,ATAC
chr9.83706715.83708991,30.756400742152973,3.7305087962480865e-08,ATAC
chr11.57740857.57742474,30.742710883140365,3.7561398857660626e-08,ATAC
chr3.129892622.129894287,30.733932638184474,3.77266805260476e-08,ATAC
AC104123.1,30.72626456200104,3.787165658556546e-08,RNA
chr13.48975040.48977337,30.693492848148207,3.849758189131325e-08,ATAC
chr6.111481798.111484706,30.68028843277741,3.875270573338838e-08,ATAC
chr3.122415261.122416902,30.67560935986154,3.884351722855227e-08,ATAC
SOX4,30.670204963702517,3.894867167518888e-08,RNA
chr1.2226289.2235546,30.642092192021646,3.9500294381136786e-08,ATAC
chr10.74824049.74827577,30.640913796033278,3.9523587087314864e-08,ATAC
chr11.65115534.65118504,30.6250849623768,3.983780664965866e-08,ATAC
chr21.46227387.46229978,30.591999833728213,4.050270423576881e-08,ATAC
chr19.35715653.35719170,30.512808602501533,4.213977235939935e-08,ATAC
chr19.35755283.35758959,30.49308851413151,4.255765969421029e-08,ATAC
chr1.24926500.24931096,30.47590200104932,4.2925249234971193e-08,ATAC
chr12.132143345.132145588,30.399949712521195,4.4588281806258524e-08,ATAC
chr19.47225607.47232931,30.386204493680253,4.489608343749234e-08,ATAC
chr14.35808354.35809691,30.358769244970194,4.551684289767134e-08,ATAC
chr2.61469963.61472368,30.34880897053221,4.5744333046638064e-08,ATAC
chr14.20454233.20456022,30.332825183232675,4.6111786454046956e-08,ATAC
CA6,30.325658200269153,4.6277509882254514e-08,RNA
chr17.62965256.62967087,30.32499454426449,4.6292885929800986e-08,ATAC
chr16.22296662.22299098,30.316868281128198,4.648157724950319e-08,ATAC
chr12.55926400.55933538,30.30951877659853,4.665289706811715e-08,ATAC
chr17.7034998.7036959,30.27597491088253,4.7442901565263614e-08,ATAC
chr10.80203036.80206212,30.26950515574007,4.759681109376973e-08,ATAC
chr10.110225430.110227842,30.266315353002597,4.767287793745373e-08,ATAC
chr18.79987876.79989428,30.244382562773957,4.8199221168445725e-08,ATAC
chr19.1650512.1653642,30.231108558203122,4.852060030027839e-08,ATAC
chr16.88633274.88643113,30.228602041013858,4.858152700875237e-08,ATAC
