feature,score,p_value,feature_type
RPS21,17.65048073976973,2.886799840421801e-05,RNA
chr19.13829695.13845207,17.60450238772978,2.9562206386733725e-05,ATAC
LINC01934,17.588276377951086,2.9811188357728404e-05,RNA
chr21.33947480.33950533,17.504106685018357,3.113703164827327e-05,ATAC
RNF24,17.42014964609501,3.251868791396699e-05,RNA
SCLT1,17.355142385846396,3.363076920634949e-05,RNA
AL157871.4,17.334845325324913,3.398577704835129e-05,RNA
RPL41,17.29671393123142,3.4662954694407914e-05,RNA
chr1.155061112.155064554,17.27977311281882,3.4968151193810504e-05,ATAC
chr19.54206106.54211615,17.233342052959408,3.581857213053893e-05,ATAC
FGD6,17.20261512710549,3.639278198246074e-05,RNA
TREM1,17.156756635528556,3.726705243672536e-05,RNA
ITGA6,17.14393505757603,3.751525192490491e-05,RNA
NELL2,17.08098979894034,3.875810496717354e-05,RNA
chr8.124997626.124999722,17.033642232660643,3.972023985180307e-05,ATAC
CD83,16.998422358103632,4.045150243661199e-05,RNA
chr11.73140512.73143933,16.974390251064207,4.09582438994603e-05,ATAC
NKG7,16.854982168352414,4.35725072589993e-05,RNA
IGHG2,16.85483647458903,4.3575797562960366e-05,RNA
chr5.43037817.43043670,16.78285521104833,4.5232394594365195e-05,ATAC
TNFSF13B,16.76038942532889,4.576230757931054e-05,RNA
chr19.3274966.3276940,16.75398102433274,4.591460923694255e-05,ATAC
CUX2,16.689019487206725,4.748760014516752e-05,RNA
CLEC4C,16.627813384281637,4.9019301931267436e-05,RNA
chr11.102316560.102319663,16.541989561566375,5.125127428781425e-05,ATAC
AL139340.1,16.458396925009875,5.352363568103058e-05,RNA
AP003086.1,16.431201937863978,5.42845685545064e-05,RNA
FAR2,16.41457216406483,5.4755240610345626e-05,RNA
chr1.30753506.30758397,16.40187548115614,5.5117360565299454e-05,ATAC
CTSW,16.346388004496262,5.672843808548448e-05,RNA
PACSIN1,16.325755073999126,5.73395442577117e-05,RNA
chr7.104940327.104945814,16.313354156033895,5.7710021427353986e-05,ATAC
AC122697.1,16.268509748336836,5.9069993264583734e-05,RNA
SOX5.AS1,16.13872079546865,6.319079918780255e-05,RNA
PTPRS,16.097075574551987,6.457349505096099e-05,RNA
GPRIN3,16.095861284109205,6.461426590973388e-05,RNA
chr6.14117043.14119111,16.092677774829248,6.472127819540007e-05,ATAC
FAM198B.AS1,16.05852138450938,6.588072927073974e-05,RNA
chr12.57212875.57218522,15.937524950435105,7.01590369629758e-05,ATAC
SYT1,15.86804636483385,7.274117773349041e-05,RNA
chr6.157019232.157022516,15.85873227317863,7.309453674670161e-05,ATAC
chr2.8680881.8683727,15.813723402470364,7.48266214517466e-05,ATAC
MYO1D,15.766264603437156,7.66978195174846e-05,RNA
BMP6,15.74518159403337,7.754413842262673e-05,RNA
LY86.AS1,15.676844626956669,8.03525839411691e-05,RNA
ATP2B1.AS1,15.673567351086485,8.048981754120931e-05,RNA
LHFPL2,15.666429539551464,8.078952646205973e-05,RNA
chr8.38899688.38902627,15.617855829755742,8.285917708482761e-05,ATAC
AC009093.2,15.589328913685016,8.409949076306294e-05,RNA
SLC22A15,15.56553588668081,8.514828442139886e-05,RNA
chr10.110006859.110009157,15.547489517429582,8.595255013116986e-05,ATAC
chr6.33620017.33623289,15.534571042407727,8.653298182197297e-05,ATAC
TAFA1,15.480976658037019,8.898350158755461e-05,RNA
chr10.8053124.8057563,15.43054836518998,9.13531134381606e-05,ATAC
LPCAT2,15.401654411058793,9.273939512945896e-05,RNA
chr10.12348360.12351246,15.366113856129527,9.447369321816984e-05,ATAC
chr1.2310334.2317034,15.312141629966616,9.717015822900175e-05,ATAC
chr9.133458579.133461514,15.296917279360624,9.794470747981755e-05,ATAC
SLC24A4,15.2847903047256,9.856612722261903e-05,RNA
chr10.96831625.96833789,15.28198562136448,9.871041201983254e-05,ATAC
JUN,15.268606458600573,9.940162906773145e-05,RNA
UBA6.AS1,15.202462982194143,0.00010289122274355616,RNA
SOD2,15.16781241176866,0.00010476835568663486,RNA
MLLT3,15.162918051194508,0.0001050362677860868,RNA
ARHGAP42,15.113776760103812,0.00010776479861819831,RNA
GAB1,15.104457817540744,0.00010829023178575223,RNA
LINC01550,15.088581214530503,0.0001091913643853573,RNA
MIR646HG,15.04296347303775,0.0001118228603347323,RNA
chr1.202158948.202165902,15.018294877026074,0.00011327243534306045,ATAC
chr15.40104716.40109653,15.000764996250494,0.00011431402896405421,ATAC
chr11.68271056.68272888,14.927852411221261,0.00011875102878136836,ATAC
S100A8,14.919942245996523,0.00011924271726190935,RNA
chr9.133990980.133994820,14.905497476442212,0.00012014589463267204,ATAC
GLUL,14.897151413750247,0.00012067088410376583,RNA
LILRA4,14.885487387944353,0.0001214084604838177,RNA
UBASH3B,14.866825506217424,0.00012259801590360303,RNA
RRP12,14.844664692799112,0.0001240258794286889,RNA
RNF157,14.789765660367797,0.00012763579650194035,RNA
chr20.57708091.57711040,14.752564101442374,0.0001301420657148614,ATAC
AIF1,14.74428138639668,0.00013070679450251761,RNA
NLRP12,14.694879018379218,0.00013412684134339297,RNA
chr11.1308621.1311621,14.611887918100708,0.00014007662933426373,ATAC
chr6.41732377.41736126,14.607438089906124,0.00014040306367029125,ATAC
SHTN1,14.59891035323194,0.00014103079470102522,RNA
BCAR3,14.596000240893863,0.00014124565680487104,RNA
chr19.11089097.11093804,14.534189057181145,0.0001458881710099339,ATAC
NTNG1,14.524265358034803,0.0001466477321600639,RNA
chr17.75587555.75591112,14.523991367468888,0.0001466687599293705,ATAC
chr20.59004173.59008652,14.519174535152786,0.00014703893127979308,ATAC
ST3GAL6,14.508277309995847,0.00014787985973144612,RNA
CCDC138,14.493633102712518,0.0001490175853790095,RNA
chr3.177196081.177199732,14.468351059562194,0.00015100259934419457,ATAC
chr1.150558493.150564690,14.465624826310234,0.00015121823602525715,ATAC
AC109492.1,14.460772000362624,0.00015160284860781225,RNA
SAMD3,14.452720226580375,0.00015224317339184294,RNA
FCER1G,14.43519118021386,0.0001536466389700051,RNA
COTL1,14.38372800355303,0.00015784292171580296,RNA
chr4.185469529.185472179,14.335402288913158,0.00016188860889045784,ATAC
HCK,14.306639721247315,0.00016434602912868384,RNA
chr1.224182076.224184277,14.169060817919446,0.00017663143026064478,ATAC
RPS8,14.069375534561765,0.0001861084528189741,RNA
CD86,14.019618203164164,0.00019102921364184974,RNA
LINC01478,14.005050687652352,0.00019249456880396032,RNA
MAL,13.916497820205105,0.000201649502443735,RNA
chr1.1066652.1070939,13.910962010130072,0.00020223620013830584,ATAC
RPL34,13.858152784128857,0.0002079203906649875,RNA
UBE2E2,13.815405291762838,0.00021263948799175918,RNA
chr6.149480725.149485827,13.778904265103787,0.0002167545007956266,ATAC
DNAJC5B,13.777520632337614,0.00021691205893178617,RNA
chr19.6458893.6461104,13.70451046521631,0.00022539204774664606,ATAC
RPS27A,13.682473721493352,0.0002280167459682742,RNA
PPM1L,13.681504147241693,0.00022813293369240955,RNA
PHEX,13.654873338972003,0.0002313476764551236,RNA
chr4.77817589.77822277,13.64574409221446,0.0002324602094458483,ATAC
chr8.60678027.60680791,13.62150234040948,0.00023544070885569437,ATAC
TMTC2,13.609183466863339,0.0002369700563651109,RNA
AL138828.1,13.544054233660653,0.0002452239156085067,RNA
LINC02432,13.474666618321598,0.0002543371425582073,RNA
NCALD,13.435530948777958,0.00025962720091539344,RNA
chr9.78029755.78033501,13.407447762407458,0.0002634916152722678,ATAC
ITSN1,13.38622557797392,0.0002664504032650779,RNA
chr4.2411929.2414447,13.371223992269018,0.00026856213787281594,ATAC
chr17.76514887.76516276,13.325017309288784,0.00027517333690447576,ATAC
chr9.114397410.114399154,13.289747906657754,0.0002803300538795403,ATAC
chr17.58351642.58353906,13.27285042999422,0.00028283509400919653,ATAC
chr7.100887051.100891367,13.181154971310738,0.00029682847916268014,ATAC
FHIT,13.177232872823332,0.0002974423757383004,RNA
chrX.40094269.40099960,13.167019440461779,0.0002990470320794406,ATAC
EFCAB11,13.159697053253572,0.00030020284845259834,RNA
TRBC1,13.15226010764516,0.00030138136626606254,RNA
FAM13A,13.118947120846682,0.00030671802588231234,RNA
CSF1R,13.110933275622696,0.00030801600486666424,RNA
E2F7,13.108962923525695,0.0003083359858879046,RNA
GK,13.108433393985761,0.0003084220375964436,RNA
chr10.132393345.132402176,13.09812040184628,0.000310102805639186,ATAC
chr20.63552304.63556044,13.088891046394053,0.0003116148108283293,ATAC
chr12.107760355.107762074,13.085270370524723,0.0003122100021775351,ATAC
RPLP1,13.06279930020268,0.00031592971656552106,RNA
LINC01340,13.04956969587649,0.000318140562812156,RNA
TIMP1,13.011248792541663,0.00032463310870270564,RNA
IGSF6,12.994301007703728,0.00032754703136118337,RNA
GRIK3,12.976026859559026,0.00033071861769453764,RNA
chr19.10601924.10605130,12.931840897383104,0.00033851616375684556,ATAC
CAV1,12.91223179070537,0.00034203585898436587,RNA
MCOLN2,12.900597812448986,0.0003441415270904939,RNA
SGMS2,12.891597448356519,0.0003457795110777599,RNA
chr11.65545726.65548111,12.872363985553308,0.0003493062763621964,ATAC
SAMSN1,12.864854698564587,0.0003506930699780462,RNA
chr1.52551498.52554086,12.786260044523276,0.0003655458275613493,ATAC
chr11.67613413.67616568,12.685471890117256,0.0003855270636519162,ATAC
chr13.112688364.112691773,12.673229887213147,0.000388028052919736,ATAC
chr6.96923714.96925439,12.643638122947488,0.00039414145891229286,ATAC
TPX2,12.610298825500447,0.0004011457811523553,RNA
TTN,12.609956845902422,0.0004012182764138723,RNA
AC099560.1,12.608963867262176,0.00040142885011972684,RNA
chr1.44799301.44811026,12.598940172710499,0.0004035607663358479,ATAC
chr21.42232459.42235488,12.550769945545849,0.0004139667202494863,ATAC
BTBD11,12.522254498012138,0.00042025412629718463,RNA
PELI2,12.510536668937979,0.00042286570531892606,RNA
chr20.63863395.63866176,12.478535574305955,0.00043008174461045616,ATAC
chr9.125745696.125748940,12.477910614231286,0.0004302239013930002,ATAC
chr15.92807828.92810949,12.405809013165584,0.0004469474993699763,ATAC
PILRA,12.367927367310951,0.00045599575969033153,RNA
chr5.59038301.59040617,12.365046504066799,0.00045669140194913804,ATAC
chr1.156122742.156127831,12.363528259384433,0.0004570584441887935,ATAC
TGFBR3,12.352594852850206,0.00045971046422272125,RNA
CA8,12.342865262993092,0.00046208356458337095,RNA
CLVS1,12.325140977376337,0.000466438493006219,RNA
chr1.30743355.30752763,12.251647322522526,0.0004849434743464611,ATAC
COL26A1,12.246950826718333,0.00048615093545585706,RNA
chr2.29113694.29116946,12.21958700610739,0.0004932468295127648,ATAC
MAFB,12.206348471218064,0.0004967173001000593,RNA
chr10.69087306.69094225,12.19183446435081,0.0005005505161420538,ATAC
SNED1,12.187928272324815,0.0005015872583884365,RNA
LRRC25,12.187705353389353,0.0005016464887413705,RNA
chr1.12177222.12181439,12.13758877106485,0.0005151438011218523,ATAC
TBC1D8,12.086469606154111,0.0005292896388910714,RNA
PTCHD1.AS,12.045698169540987,0.0005408531819042676,RNA
chr12.49108790.49111445,11.999795913325983,0.0005541780333633348,ATAC
chr12.57234395.57244267,11.98669066908325,0.0005580429053075954,ATAC
DEPTOR,11.98225524953963,0.0005593571218185158,RNA
PLA2G4A,11.971285400599353,0.0005626209539217229,RNA
GPR39,11.91240091772709,0.000580472822423383,RNA
chr12.10211980.10214284,11.876584328106674,0.0005916104189732,ATAC
chr1.154324312.154330036,11.816385799741967,0.0006108191470335979,ATAC
ROR1,11.799684369894774,0.0006162593653200605,RNA
GZMA,11.758935935599242,0.0006297391232586193,RNA
LRRC26,11.747784770187842,0.0006334796978565976,RNA
GNLY,11.729359027997228,0.0006397098035177764,RNA
BRIP1,11.728848205308214,0.0006398834030876786,RNA
SYNE2,11.70984094619724,0.0006463768866594188,RNA
chr22.38200761.38205443,11.707930664712888,0.0006470331756306519,ATAC
chr4.336121.338957,11.698312946077229,0.0006503476590431898,ATAC
ACER3,11.697933430221388,0.0006504788005480498,RNA
A2M,11.69125886369562,0.000652789571858531,RNA
chr1.43366406.43368956,11.68352932884572,0.0006554759603019097,ATAC
AC092674.1,11.623982845398073,0.0006765498550807206,RNA
ZFHX3,11.589908682222855,0.0006889160249983064,RNA
AC084871.1,11.546910545708553,0.000704847925581989,RNA
ANKRD22,11.45580154033559,0.0007398495103122718,RNA
chr3.171457590.171461539,11.430352369218078,0.0007499371390685611,ATAC
chr14.75276657.75286774,11.400800068082527,0.0007618260417879049,ATAC
RPS23,11.383110688737098,0.000769033586118807,RNA
LDLR,11.380606131747392,0.0007700596325316486,RNA
RPS27,11.367227241296273,0.0007755641068028618,RNA
chr5.131164274.131165782,11.363407616391827,0.0007771429113006221,ATAC
chr1.150610834.150614236,11.255155506278088,0.0008232667944759812,ATAC
DLG2,11.253821321368065,0.0008238522273793848,RNA
AC139720.1,11.243766721629543,0.0008282777090594688,RNA
chr1.44673550.44675158,11.068419232465793,0.0009094461075334426,ATAC
chr4.148441843.148446242,11.064062367817357,0.0009115623857225665,ATAC
chr11.65132157.65135877,11.057505336297224,0.0009147567658025112,ATAC
chr3.122382805.122384790,11.044579487953344,0.0009210870770750918,ATAC
CLEC4E,11.033826581470004,0.000926387007951643,RNA
chr13.51451103.51454346,11.020734645415274,0.0009328815253777479,ATAC
chr11.75349567.75353114,11.013950448261184,0.0009362650834235498,ATAC
CCDC88A,10.993246622486902,0.0009466679825017574,RNA
XBP1,10.991176564303412,0.0009477145266349574,RNA
chr14.99268117.99275194,10.941267771037197,0.0009733044129843564,ATAC
PZP,10.931844078667593,0.0009782142544380833,RNA
chr8.38380222.38383849,10.93181139206067,0.000978231328091151,ATAC
CACNA2D3,10.913261742937395,0.0009879694883969275,RNA
chr5.139646878.139654063,10.910352300418499,0.0009895057673813441,ATAC
TRBC2,10.900392765428862,0.0009947830669235944,RNA
chr20.4809646.4816047,10.899211512444122,0.000995410870808713,ATAC
chr6.157379685.157382582,10.862570401982182,0.0010150852537368171,ATAC
chr19.18414418.18423123,10.763274593633193,0.0010704060220656812,ATAC
TMSB4X,10.7630111194296,0.0010705568046177638,RNA
IGLV10.54,10.75987044920825,0.0010723558239107115,RNA
CD8A,10.726152214405595,0.0010918641782321804,RNA
CX3CR1,10.717032017085566,0.001097202379364853,RNA
chr19.50356968.50359630,10.711651749790212,0.0011003639338640016,ATAC
DGKG,10.710423568271247,0.0011010869316197445,RNA
chr1.112713661.112716720,10.698532078387874,0.0011081120796755058,ATAC
chr2.61469963.61472368,10.614913158853518,0.0011588116456378267,ATAC
chr1.161398861.161400655,10.562202113979902,0.0011919732559269275,ATAC
TMEM144,10.488302474687977,0.0012400917602979498,RNA
chr16.88633274.88643113,10.484839068169471,0.0012423946086167481,ATAC
chr4.128060477.128062653,10.469672506067424,0.0012525301576427966,ATAC
chr12.26831907.26834330,10.46563694330826,0.0012552411471375333,ATAC
chrX.15853894.15856521,10.430642663549133,0.0012790003177672725,ATAC
LINC00877,10.388676747894205,0.0013080950558204145,RNA
chr4.1719699.1724103,10.379369492551186,0.0013146381302691008,ATAC
IL15,10.36744107678956,0.0013230724507978095,RNA
MAP3K20,10.334443850984684,0.0013466910458386197,RNA
PRLR,10.329081536173971,0.0013505694492332314,RNA
CNTLN,10.278406260010064,0.0013877854324388103,RNA
TUBB6,10.250799618774561,0.0014084957290624023,RNA
ZBTB16,10.230063009100444,0.0014242581276927787,RNA
chr17.58323411.58340392,10.21750065894371,0.0014338939834733703,ATAC
TENT5C,10.209011239472003,0.0014404431467089983,RNA
chr1.25429746.25431889,10.18945912271652,0.0014556422850237824,ATAC
chr15.101250522.101252791,10.178407622233864,0.0014643052017412072,ATAC
chr1.203323670.203328438,10.162114638993925,0.0014771722358186909,ATAC
EVA1C,10.15219210940779,0.0014850644774121666,RNA
SCGB2B2,10.139724597253034,0.0014950416370273932,RNA
chr19.2081621.2088399,10.123712797062732,0.0015079549441693596,ATAC
ZNF521,10.11224227727822,0.0015172752865187395,RNA
chr14.70808058.70810361,10.095314925916906,0.0015311364459369993,ATAC
chr7.37447190.37449865,10.078602701455518,0.0015449474953372487,ATAC
IGHV4.59,10.078065174849,0.001545393801581016,RNA
IGHEP1,10.078065174848996,0.001545393801581016,RNA
PRSS48,10.078065174848993,0.001545393801581016,RNA
KRT5,10.078065174848993,0.001545393801581016,RNA
IGHG4,10.078065174848991,0.001545393801581016,RNA
IGKV4.1,10.07806517484899,0.001545393801581016,RNA
FREM3,10.078065174848977,0.001545393801581016,RNA
AC110760.1,10.078065174848977,0.001545393801581016,RNA
OSTN,10.078065174848971,0.001545393801581016,RNA
AL133346.1,10.078065174848964,0.001545393801581016,RNA
IGKV3.20,10.078065174848962,0.001545393801581016,RNA
IGLC6,10.078065174848962,0.001545393801581016,RNA
AL591115.1,10.07806517484896,0.001545393801581016,RNA
CACNG1,10.078065174848959,0.001545393801581016,RNA
SLC52A3,10.078065174848959,0.001545393801581016,RNA
IGHV3.15,10.078065174848957,0.001545393801581016,RNA
IGKV1.5,10.07806517484894,0.001545393801581016,RNA
IGF1,10.07806517484894,0.001545393801581016,RNA
LINC02228,10.078065174848925,0.001545393801581016,RNA
IGHV3.7,10.078065174848922,0.001545393801581016,RNA
IGLV1.47,10.078065174848916,0.001545393801581016,RNA
IGHV3.21,10.078065174848915,0.001545393801581016,RNA
AL450267.2,10.078065174848906,0.001545393801581016,RNA
LINC02360,10.078065174848899,0.001545393801581016,RNA
BCAS1,10.078065174848891,0.001545393801581016,RNA
chr5.177452082.177459121,10.046611856477982,0.0015717384600863343,ATAC
chr14.22870850.22872975,10.039629578969421,0.0015776482166523418,ATAC
chr9.129485629.129491921,10.035663413764542,0.0015810151907663295,ATAC
CLNK,10.022172338633226,0.0015925227742456533,RNA
chr5.56814278.56817440,9.993620071951533,0.0016171583156038033,ATAC
chr5.137751862.137755532,9.98529276480393,0.001624415892489221,ATAC
ADAMTS6,9.968735928488684,0.0016389441780874042,RNA
MYBL1,9.954843176420823,0.0016512364937013423,RNA
chr19.1247684.1256113,9.950357938671793,0.0016552249821874206,ATAC
chr6.96521211.96522850,9.94413706374597,0.0016607730731327264,ATAC
TMEM241,9.941350107735023,0.001663264739596336,RNA
chr1.113811276.113813173,9.897494429256348,0.0017029771577393902,ATAC
XACT,9.890043094542389,0.0017098195667265973,RNA
chr21.42218422.42220872,9.871181158075707,0.0017272650945213154,ATAC
GASK1B,9.868307679796652,0.001729938607951219,RNA
RILPL2,9.866620186749559,0.0017315106260071408,RNA
MS4A7,9.849863138839476,0.0017471999047746942,RNA
PFN1,9.846510651000978,0.0017503560529208257,RNA
NRP1,9.840180741008506,0.0017563310384536262,RNA
MSRB3,9.838970313923435,0.0017574759517103497,RNA
RAB11FIP1,9.82808395036248,0.0017678072065402215,RNA
chr15.50352520.50355888,9.825536638567431,0.0017702335157145318,ATAC
chr15.65285925.65287969,9.777956087031065,0.001816180444243461,ATAC
TWSG1,9.765858448736127,0.0018280545848830144,RNA
chr1.32334426.32338467,9.75717950876282,0.0018366217164616713,ATAC
DNAH8,9.755316427536338,0.0018384661044363675,RNA
chr7.44976796.44981594,9.738316237079518,0.001855382838689544,ATAC
chr17.76264418.76274928,9.732861579017023,0.001860844143626685,ATAC
chr10.68074083.68075874,9.717251775096248,0.001876563335761925,ATAC
chr19.42422480.42424633,9.704894988640401,0.0018891022806231715,ATAC
CRISPLD2,9.69616467606796,0.0018980125504900807,RNA
SPATS2,9.690392204826237,0.0019039274355518918,RNA
AK5,9.684594297612446,0.0019098872270651383,RNA
C8orf37.AS1,9.650295633398255,0.0019455331551797063,RNA
EPB41L2,9.641645697906814,0.0019546290674732456,RNA
TFEC,9.61130565373853,0.001986876219959199,RNA
IFITM3,9.60413577282581,0.0019945753963898907,RNA
ADGRG5,9.596850140075125,0.0020024299119554656,RNA
TEX9,9.590826616400625,0.0020089474891320834,RNA
chr5.180291163.180294753,9.571150380657626,0.00203038812223388,ATAC
JDP2,9.56438478524737,0.0020378139786280092,RNA
chr14.24428842.24432506,9.563694939627261,0.0020385726951345044,ATAC
DOCK4,9.54449052149943,0.002059809971341281,RNA
chr11.2927710.2934072,9.537003495634902,0.0020681502915534927,ATAC
PLEKHD1,9.506328345506038,0.00210268126259604,RNA
chr11.64741658.64747384,9.48670921319056,0.0021250730395283653,ATAC
chr6.90294506.90298245,9.475925399113942,0.002137483882395729,ATAC
chr7.48086824.48090045,9.465905021868423,0.002149082104591449,ATAC
RAB20,9.454121023493698,0.0021628034993870205,RNA
ANPEP,9.448142952150258,0.002169798418744181,RNA
ISG15,9.443104866018345,0.0021757113112865797,RNA
NFIA,9.413240885913428,0.0022110985641618937,RNA
chr2.74833473.74836818,9.399850154277063,0.00222715525747613,ATAC
chr18.9613502.9615447,9.390886591053798,0.0022379695321208056,ATAC
NHSL1,9.373362664017932,0.002259266026618024,RNA
chr3.126981819.126985253,9.371499440073523,0.002261542446270745,ATAC
IFI30,9.363633019862409,0.0022711790781901964,RNA
PPP2R2B,9.328559282596041,0.002314656048167491,RNA
NT5DC2,9.293781455679584,0.0023586016296828316,RNA
chr9.99221210.99222855,9.27016632660865,0.002388924496609814,ATAC
AL034397.3,9.254202162833016,0.0024096474005883997,RNA
chr17.31486674.31492273,9.235262747370504,0.0024344696049139847,ATAC
SERPINF1,9.234811063989481,0.0024350647491687837,RNA
ARHGEF11,9.223503564859108,0.002450011962373546,RNA
TAF4B,9.197334331796288,0.0024849634445681438,RNA
P3H2,9.194591686760845,0.0024886557323940007,RNA
chr1.24963242.24967123,9.183723553726622,0.002503341893084494,ATAC
chr7.140061904.140063559,9.163418076541141,0.002531017333798048,ATAC
chr20.41316722.41318365,9.124742223661592,0.0025845944786640944,ATAC
ICOS,9.116772286125277,0.00259577766602918,RNA
chr7.148697384.148700886,9.115768829102278,0.0025971891714280924,ATAC
chr16.30525059.30528208,9.094402250006471,0.0026274302696893616,ATAC
PHACTR1,9.093918215191856,0.0026281194788573656,RNA
chr22.35299045.35302063,9.085812579170614,0.002639688317534888,ATAC
chr16.2751555.2754522,9.031589582473758,0.0027184223042501397,ATAC
GPAT3,9.031553255296407,0.0027184758457139313,RNA
chr1.226405460.226408762,9.026649196234738,0.0027257136364539822,ATAC
SLCO5A1,9.014890811357692,0.002743147518121383,RNA
chr15.68277041.68279105,9.004910281270252,0.002758034391951996,ATAC
chr1.50959335.50960924,8.983474882307464,0.002790285661846962,ATAC
MROH9,8.981102267774562,0.00279387895230924,RNA
chr17.7883678.7889578,8.97404161280569,0.0028046000855405915,ATAC
COL24A1,8.967117098105595,0.002815155149971144,RNA
chr11.62540617.62547622,8.957672253167004,0.002829617149601951,ATAC
chr14.34872849.34875686,8.935492333030988,0.0028638770649170595,ATAC
chr3.187737225.187746231,8.920545491384644,0.0028872022527121075,ATAC
chr8.95133036.95134971,8.892437156184457,0.0029315914151043687,ATAC
TMX4,8.888836203992076,0.002937328061127194,RNA
chr9.127979240.127982131,8.887356156831506,0.0029396892225642423,ATAC
chr4.1200231.1204285,8.885540410585092,0.0029425885725685662,ATAC
chrX.48936664.48940345,8.881198843387205,0.0029495329089036983,ATAC
DGKH,8.876125675832105,0.002957668571428511,RNA
chr3.150407500.150411244,8.87233162348509,0.0029637678828785654,ATAC
chr7.148882968.148885416,8.861132873283236,0.002981845723658994,ATAC
ICAM1,8.827371094632575,0.0030370285006447594,RNA
chr11.67433055.67444704,8.810603315460492,0.0030648201639534487,ATAC
chr11.72735641.72740414,8.765879371536299,0.0031402204388529145,ATAC
SYTL2,8.762324703298116,0.0031462936739483902,RNA
KLRK1,8.754258502734496,0.003160119355395716,RNA
chr8.133568323.133573286,8.722675512878864,0.003214851260509136,ATAC
chr3.53160389.53163843,8.721589687714893,0.003216750012222168,ATAC
CD8B,8.721285774087516,0.0032172816618336302,RNA
chr1.28580393.28583245,8.71922856572576,0.003220882780713989,ATAC
TSHZ3,8.71026016953907,0.0032366298531372305,RNA
chr1.156813469.156817504,8.66876252930107,0.003310519853278133,ATAC
chr6.44262593.44266766,8.655084894695,0.003335248532877556,ATAC
chr6.158812654.158820440,8.643275026835845,0.003356751633355752,ATAC
chr19.18006690.18009553,8.63589120832793,0.0033702675682405784,ATAC
chr2.134119388.134121829,8.605139630436454,0.0034271564131041292,ATAC
chr4.2785488.2788995,8.578485860870433,0.0034772552735143607,ATAC
IRS2,8.576650268357149,0.0034807328137113265,RNA
chr2.207624157.207627584,8.559299464429321,0.003513779504272304,ATAC
GPR183,8.556067406357089,0.0035199705666313415,RNA
chr14.54563969.54568395,8.549657814669155,0.0035322811338006576,ATAC
chr15.52178682.52180992,8.542790144144279,0.0035455201823932987,ATAC
chr2.231463520.231465671,8.523637094708212,0.003582709855272728,ATAC
chr3.150602755.150604323,8.523366794178788,0.0035832375344249682,ATAC
ACTG1,8.519656012250145,0.0035904897106392424,RNA
SLC12A3,8.517349024886885,0.003595005912684606,RNA
chr17.1107317.1112243,8.501318639242736,0.003626547519350865,ATAC
MPP6,8.49092995732643,0.003647138843775843,RNA
chr6.33570384.33572324,8.480363826329535,0.003668204081484626,ATAC
chr17.39400813.39402916,8.478749550684832,0.0036714332908118256,ATAC
chr6.13573804.13575615,8.477438316998953,0.003674058424237582,ATAC
chr9.85740755.85743973,8.470675446294031,0.003687628313612427,ATAC
chr19.18289096.18295330,8.449773705679041,0.0037298919142976163,ATAC
chr9.137549826.137552672,8.4331117100849,0.003763935996997289,ATAC
MS4A4E,8.425316925590861,0.0037799709779159033,RNA
chr11.7512370.7514730,8.411619612172455,0.0038083171287326112,ATAC
chr7.92133367.92135462,8.411588004987998,0.0038083827886635246,ATAC
CD68,8.402081259995018,0.0038281842972758356,RNA
chr9.6412343.6414622,8.4004284336527,0.003831637644462281,ATAC
RPS28,8.393342132681727,0.0038464794885297564,RNA
PDGFC,8.39161832158319,0.003850098761061616,RNA
chr17.78123986.78134939,8.387350284542789,0.00385907477034347,ATAC
LINC01684,8.357462003566457,0.003922532629482707,RNA
chr8.127733848.127739178,8.354290532016114,0.003929328312149559,ATAC
CCDC83,8.345552571855649,0.003948113749854007,RNA
chr20.4685975.4687648,8.343487017397486,0.003952567774475946,ATAC
UGGT2,8.337592713254331,0.003965306041064046,RNA
chr12.45725682.45731225,8.321051413359665,0.004001277627609586,ATAC
chr1.150566637.150580600,8.304001804034616,0.0040387028089743215,ATAC
chr21.37365566.37368899,8.294140824275233,0.004060511079984414,ATAC
chr8.141127313.141130382,8.291363676358536,0.004066674581394589,ATAC
chr6.33312280.33315495,8.280809837353468,0.00409018450887157,ATAC
chr2.69436575.69438185,8.279603011610966,0.004092881669228998,ATAC
ARNTL2,8.267757853361669,0.004119451093981487,RNA
chr11.62830792.62833937,8.254322193478037,0.004149801042337108,ATAC
chr11.2376517.2389822,8.241547409581713,0.00417886955807311,ATAC
chr14.91415209.91419551,8.231571762093846,0.004201713045598642,ATAC
chr12.4268533.4275878,8.217687937380555,0.004233718058620182,ATAC
chr3.14946772.14949039,8.146081251910188,0.004402777499624857,ATAC
LRRK2,8.137300059553013,0.004423978033052231,RNA
PLD1,8.115416871937464,0.00447726509263678,RNA
chr15.74842380.74846038,8.098287473097805,0.004519432849782179,ATAC
AC008691.1,8.094765030991319,0.0045281542082644755,RNA
chr1.25614558.25619670,8.063143429035845,0.004607220443585712,ATAC
chr10.72085708.72090053,8.063037935901546,0.004607486561084736,ATAC
TEX14,8.047186872626778,0.004647651270390952,RNA
chr2.38601644.38604173,8.024581673018465,0.00470554903131819,ATAC
chr6.118934087.118935591,8.017671317352134,0.004723394706826101,ATAC
NR6A1,8.015923835860692,0.004727918427023251,RNA
CDA,7.993474680649044,0.004786427499084515,RNA
AC018742.1,7.980755098805915,0.004819905846469794,RNA
chr20.32534389.32540802,7.9792264453065105,0.004823945364494098,ATAC
